violation_code,law_code,description,description_corrected
5614,"Art. 182, Inc. V",Parar o veculo na pista de rolamento das vias de trnsito rpido.,Parar o veículo na pista de rolamento das vias de trânsito rápido.
5614,"Art. 182, Inc. V",Parar o veículo na pista de rolamento das demais vias dotadas de acostamento.,Parar o veículo na pista de rolamento das demais vias dotadas de acostamento.
5614,"Art. 182, Inc. V",Parar o veículo na pista de rolamento das estradas.,Parar o veículo na pista de rolamento das estradas.
5614,"Art. 182, Inc. V",Parar o veículo na pista de rolamento das vias de trânsito rápido.,Parar o veículo na pista de rolamento das vias de trânsito rápido.
5622,"Art. 182, Inc. VI",Parar o veculo nas ilhas ou refgios.,Parar o veículo nas ilhas ou refúgios.
5622,"Art. 182, Inc. VI",Parar o veculo nas marcas de canalizao.,Parar o veículo nas marcas de canalização.
5622,"Art. 182, Inc. VI",Parar o veculo no passeio.,Parar o veículo no passeio.
5622,"Art. 182, Inc. VI",Parar o veculo nos canteiros centrais e divisores de pista de rolamento.,Parar o veículo nos canteiros centrais e divisores de pista de rolamento.
5622,"Art. 182, Inc. VI",Parar o veculo sobre faixa destinada a pedestres.,Parar o veículo sobre faixa destinada a pedestres.
5622,"Art. 182, Inc. VI",Parar o veículo nas marcas de canalização.,Parar o veículo nas marcas de canalização.
5622,"Art. 182, Inc. VI",Parar o veículo no passeio.,Parar o veículo no passeio.
5622,"Art. 182, Inc. VI",Parar o veículo nos canteiros centrais e divisores de pista de rolamento.,Parar o veículo nos canteiros centrais e divisores de pista de rolamento.
5622,"Art. 182, Inc. VI",Parar o veículo sobre faixa destinada a pedestres.,Parar o veículo sobre faixa destinada a pedestres.
5630,"Art. 182, Inc. VII","Parar o veculo na rea de cruzamento de vias, prejudicando a circulao de veculos e pedestres.","Parar o veículo na área de cruzamento de vias, prejudicando a circulação de veículos e pedestres."
5630,"Art. 182, Inc. VII","Parar o veículo na área de cruzamento de vias, prejudicando a circulação de veículos e pedestres.","Parar o veículo na área de cruzamento de vias, prejudicando a circulação de veículos e pedestres."
5649,"Art. 182, Inc. VIII",Parar o veculo nas pontes.,Parar o veículo nas pontes.
5649,"Art. 182, Inc. VIII",Parar o veculo nos tneis.,Parar o veículo nos túneis.
5649,"Art. 182, Inc. VIII",Parar o veculo nos viadutos.,Parar o veículo nos viadutos.
5649,"Art. 182, Inc. VIII",Parar o veículo nas pontes.,Parar o veículo nas pontes.
5657,"Art. 182, Inc. IX",Parar o veculo na contramo de direo.,Parar o veículo na contramão de direção.
5657,"Art. 182, Inc. IX",Parar o veículo na contramão de direção.,Parar o veículo na contramão de direção.
5665,"Art. 182, Inc. X",Parar o veculo em local e horrio proibidos especificamente pela sinalizao (placa - Proibido Para,"Parar o veículo em local e horário proibidos especificamente pela sinalização: placa ""Proibido Parar""."
5665,"Art. 182, Inc. X",Parar o veículo em local e horário proibidos especificamente pela sinalização (placa - Proibido Para,"Parar o veículo em local e horário proibidos especificamente pela sinalização: placa ""Proibido Parar""."
5673,Art. 183,Parar o veculo sobre a faixa de pedestre na mudana de sinal luminos (fiscalizao eletrnica).,Parar o veículo sobre a faixa de pedestres na mudança de sinal luminoso.
5673,Art. 183,Parar o veculo sobre a faixa de pedestre na mudana de sinal luminoso.,Parar o veículo sobre a faixa de pedestres na mudança de sinal luminoso.
5673,Art. 183,Parar o veículo sobre a faixa de pedestre na mudança de sinal luminos (fiscalização eletrônica).,Parar o veículo sobre a faixa de pedestres na mudança de sinal luminoso. (fiscalização eletrônica).
5673,Art. 183,Parar o veículo sobre a faixa de pedestre na mudança de sinal luminoso.,Parar o veículo sobre a faixa de pedestres na mudança de sinal luminoso.
5681,"Art. 184, Inc. I","Transitar com o veculo na faixa ou pista da direita, regulamentada como de circulao exclusiva par","Transitar com o veículo na faixa ou pista da direita regulamentada como de circulação exclusiva para determinado tipo de veículo, exceto para acesso a imóveis lindeiros ou conversões à direita."
5681,"Art. 184, Inc. I","Transitar com o veículo na faixa ou pista da direita, regulamentada como de circulação exclusiva par","Transitar com o veículo na faixa ou pista da direita regulamentada como de circulação exclusiva para determinado tipo de veículo, exceto para acesso a imóveis lindeiros ou conversões à direita."
5690,"Art. 184, Inc. II",Transitar com o veculo na faixa ou pista da esquerda regulamentada como de circulao exclusiva par,Transitar com o veículo na faixa ou pista da esquerda regulamentada como de circulação exclusiva para determinado tipo de veículo.
5690,"Art. 184, Inc. II",Transitar com o veículo na faixa ou pista da esquerda regulamentada como de circulação exclusiva par,Transitar com o veículo na faixa ou pista da esquerda regulamentada como de circulação exclusiva para determinado tipo de veículo.
5703,"Art. 185, Inc. I","Deixar de conservar o veculo na faixa a ele destinada pela sinalizao de regulamentao, exceto em","Deixar de conservar o veículo na faixa a ele destinada pela sinalização de regulamentação, exceto em situações de emergência."
5703,"Art. 185, Inc. I","Deixar de conservar o veículo na faixa a ele destinada pela sinalização de regulamentação, exceto em","Deixar de conservar o veículo na faixa a ele destinada pela sinalização de regulamentação, exceto em situações de emergência."
5711,"Art. 185, Inc. II","Deixar de conservar nas faixas da direita, o veculo lento e de maior porte.","Deixar de conservar nas faixas da à direita, o veículo lento e de maior porte."
5711,"Art. 185, Inc. II","Deixar de conservar nas faixas da direita, o veículo lento e de maior porte.","Deixar de conservar nas faixas da à direita, o veículo lento e de maior porte."
5720,"Art. 186, Inc. I",Transitar pela contramão de direção em vias com duplo sentido de circulação.,Transitar pela contramão de direção em vias com duplo sentido de circulação.
5720,"Art. 186, Inc. I",Transitar pela contramo de direo em vias com duplo sentido de circulao.,Transitar pela contramão de direção em vias com duplo sentido de circulação.
5738,"Art. 186, Inc. II",Transitar pela contramão de direção em vias com sinalização de regulamentação de sentido único.,Transitar pela contramão de direção em vias com sinalização de regulamentação de sentido único.
5738,"Art. 186, Inc. II",Transitar pela contramo de direo em vias com sinalizao de regulamentao de sentido nico.,Transitar pela contramão de direção em vias com sinalização de regulamentação de sentido único.
5746,"Art. 187, Inc. I",Transitar em locais e horários não permitidos pela regulamentação - Caminhão.,Transitar em locais e horários não permitidos pela regulamentação - Caminhão.
5746,"Art. 187, Inc. I",Transitar em locais e horários não permitidos pela regulamentação estabelecida pela autoridade.,Transitar em locais e horários não permitidos pela regulamentação estabelecida pela autoridade.
5746,"Art. 187, Inc. I",Transitar em locais e horários não permitidos pela regulamentação - rodízio.,Transitar em locais e horários não permitidos pela regulamentação - rodízio.
5746,"Art. 187, Inc. I",Transitar em locais e horrios no permitidos pela regulamentao - Caminho.,Transitar em locais e horários não permitidos pela regulamentação - Caminhão.
5746,"Art. 187, Inc. I",Transitar em locais e horrios no permitidos pela regulamentao estabelecida pela autoridade.,Transitar em locais e horários no permitidos pela regulamentação estabelecida pela autoridade.
5746,"Art. 187, Inc. I",Transitar em locais e horrios no permitidos pela regulamentao - rodzio.,Transitar em locais e horários não permitidos pela regulamentação - rodízio.
5762,Art. 188,"Transitar ao lado de outro veculo, interrompendo ou perturbando o trnsito.","Transitar ao lado de outro veículo, interrompendo ou perturbando o trânsito."
5762,Art. 188,"Transitar ao lado de outro veículo, interrompendo ou perturbando o trânsito.","Transitar ao lado de outro veículo, interrompendo ou perturbando o trânsito."
5770,Art. 189,Deixar de dar passagem aos veculos de operao e fiscalizao de trnsito devidamente identificados,"Deixar de dar passagem aos veículos de operação e fiscalização de trânsito devidamente identificados, quando em serviço de urgência."
5770,Art. 189,Deixar de dar passagem aos veculos de polcia em servio de urgncia e devidamente identificados.,Deixar de dar passagem aos veículos de polícia em serviço de urgência e devidamente identificados.
5770,Art. 189,Deixar de dar passagem aos veculos de socorro de incndio e salvamento em servio de urgncia e dev,Deixar de dar passagem aos veículos de socorro de incêndio e salvamento em serviço de urgência e devidamente identificados.
5770,Art. 189,Deixar de dar passagem aos veículos de operação e fiscalização de trânsito devidamente identificados,"Deixar de dar passagem aos veículos de operação e fiscalização de trânsito devidamente identificados, quando em serviço de urgência."
5770,Art. 189,Deixar de dar passagem aos veículos de polícia em serviço de urgência e devidamente identificados.,Deixar de dar passagem aos veículos de polícia em serviço de urgência e devidamente identificados.
5770,Art. 189,Deixar de dar passagem aos veículos de socorro de incêndio e salvamento em serviço de urgência e dev,Deixar de dar passagem aos veículos de socorro de incêndio e salvamento em serviço de urgência e devidamente identificados.
5770,Art. 189,Deixar de dar passagem aos veículos precedidos de batedores devidamente identificados.,Deixar de dar passagem aos veículos precedidos de batedores devidamente identificados.
5770,Art. 189,"Deixar de dar passagem as ambulâncias, em serviço de urgência e devidamente identificados.","Deixar de dar passagem as ambulâncias, em serviço de urgência e devidamente identificados."
5770,Art. 189,"Deixar de dar passagem as ambulncias, em servio de urgncia e devidamente identificados.","Deixar de dar passagem as ambulâncias, em serviço de urgência e devidamente identificados."
5789,Art. 190,"Seguir o veiculo em servico de urgência, estando este com prioridade de passagem devidamente identif","Seguir veículo em serviço de urgência, estando este com prioridade de passagem devidamente identificada por dispositivos regulamentares de alarme sonoro e iluminação intermitente."
5789,Art. 190,"Seguir o veiculo em servico de urgncia, estando este com prioridade de passagem devidamente identif","Seguir veículo em serviço de urgência, estando este com prioridade de passagem devidamente identificada por dispositivos regulamentares de alarme sonoro e iluminação intermitente."
5797,Art. 191,"Forar passagem entre veculos que, transitando em sentidos opostos, estejam na iminncia de passar","Forçar passagem entre veículos que, transitando em sentidos opostos, estejam na iminência de passar um pelo outro ao realizar operação de ultrapassagem."
5797,Art. 191,"Forçar passagem entre veículos que, transitando em sentidos opostos, estejam na iminência de passar","Forçar passagem entre veículos que, transitando em sentidos opostos, estejam na iminência de passar um pelo outro ao realizar operação de ultrapassagem."
5800,Art. 192,"Deixar de guardar distância de segurança lateral e frontal entre o seu veículo e os demais, bem como","Deixar de guardar distância de segurança lateral e frontal entre seu veículo e os demais, bem como em relação ao bordo da pista, considerando a velocidade, as condições climáticas do local da circulação e do veículo."
5800,Art. 192,"Deixar de guardar distncia de segurana lateral e frontal entre o seu veculo e os demais, bem como","Deixar de guardar distância de segurança lateral e frontal entre seu veículo e os demais, bem como em relação ao bordo da pista, considerando a velocidade, as condições climáticas do local da circulação e do veículo."
5819,Art. 193,Transitar com veculo em acostamentos.,Transitar com veículo em acostamentos.
5819,Art. 193,"Transitar com veculo em ajardinamentos, gramados e jardins pblicos.","Transitar com veículo em ajardinamentos, gramados e jardins públicos."
5819,Art. 193,"Transitar com veculo em caladas, passeios.","Transitar com veículo em calçadas, passeios."
5819,Art. 193,Transitar com veculo em canteiros centrais divisores de pista de rolamento.,Transitar com veículo em canteiros centrais divisores de pista de rolamento.
5819,Art. 193,"Transitar com veculo em ciclovias, ciclofaixas.",Transitar com veículo em ciclovias ou ciclofaixas.
5819,Art. 193,"Transitar com veculo em ilhas, refgios.",Transitar com veículo em ilhas ou refúgios.
5819,Art. 193,Transitar com veculo em marcas de canalizao.,Transitar com veículo em marcas de canalização.
5819,Art. 193,Transitar com veculo em passarelas.,Transitar com veículo em passarelas.
5819,Art. 193,Transitar com veículo em acostamentos.,Transitar com veículo em acostamentos.
5819,Art. 193,"Transitar com veículo em ajardinamentos, gramados e jardins públicos.","Transitar com veículo em ajardinamentos, gramados e jardins públicos."
5819,Art. 193,"Transitar com veículo em calçadas, passeios.",Transitar com veículo em calçadas e passeios.
5819,Art. 193,Transitar com veículo em canteiros centrais divisores de pista de rolamento.,Transitar com veículo em canteiros centrais divisores de pista de rolamento.
5819,Art. 193,"Transitar com veículo em ciclovias, ciclofaixas.",Transitar com veículo em ciclovias ou ciclofaixas.
5819,Art. 193,"Transitar com veículo em ilhas, refúgios.",Transitar com veículo em ilhas ou refúgios.
5819,Art. 193,Transitar com veículo em marcas de canalização.,Transitar com veículo em marcas de canalização.
5819,Art. 193,Transitar com veículo em passarelas.,Transitar com veículo em passarelas.
5827,Art. 194,"Transitar em marcha à ré, salvo na distância necessária a pequenas manobras e de forma a não causar","Transitar em marcha à ré, salvo na distância necessária a pequenas manobras e de forma a não causar riscos à segurança."
5827,Art. 194,"Transitar em marcha r, salvo na distncia necessria a pequenas manobras e de forma a no causar","Transitar em marcha à ré, salvo na distância necessária a pequenas manobras e de forma a não causar riscos à segurança."
5835,Art. 195,Desobedecer às ordens emanadas da autoridade competente de trânsito ou de seus agentes.,Desobedecer às ordens emanadas da autoridade competentee de trânsito ou de seus agentes.
5835,Art. 195,Desobedecer s ordens emanadas da autoridade competente de trnsito ou de seus agentes.,Desobedecer às ordens emanadas da autoridade competentee de trânsito ou de seus agentes.
5843,Art. 196,"Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direçã","Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direção, o início da marcha, a realização da manobra de parar o veículo, a mudança de direção ou de faixa de circulação."
5843,Art. 196,"Deixar de indicar com antecedncia, mediante gesto regulamentar de brao ou luz indicadora de dire","Deixar de indicar com antecedência, mediante gesto regulamentar de braço ou luz indicadora de direção, o início da marcha, a realização da manobra de parar o veículo, a mudança de direção ou de faixa de circulação."
5851,Art. 197,"Deixar de deslocar, com antecedência, o veículo para a faixa mais à direita, quando for manobrar.","Deixar de deslocar, com antecedência, o veículo para a faixa mais à à esquerda, quando for manobrar."
5851,Art. 197,"Deixar de deslocar, com antecedência, o veículo para a faixa mais à esquerda, quando for manobrar.","Deixar de deslocar, com antecedência, o veículo para a faixa mais à à esquerda, quando for manobrar."
5851,Art. 197,"Deixar de deslocar, com antecedncia, o veculo para a faixa mais direita, quando for manobrar.","Deixar de deslocar, com antecedência, o veículo para a faixa mais à à esquerda, quando for manobrar."
5851,Art. 197,"Deixar de deslocar, com antecedncia, o veculo para a faixa mais esquerda, quando for manobrar.","Deixar de deslocar, com antecedência, o veículo para a faixa mais à à esquerda, quando for manobrar."
5860,Art. 198,"Deixar de dar passagem pela esquerda, quando solicitado.","Deixar de dar passagem pela à esquerda, quando solicitado."
5878,Art. 199,"Ultrapassar pela direita, salvo quando o veculo da frente estiver colocado na faixa apropriada e de","Ultrapassar pela direita, salvo quando o veículo da frente estiver colocado na faixa apropriada e der sinal de que vai entrar à esquerda."
5878,Art. 199,"Ultrapassar pela direita, salvo quando o veículo da frente estiver colocado na faixa apropriada e de","Ultrapassar pela direita, salvo quando o veículo da frente estiver colocado na faixa apropriada e der sinal de que vai entrar à esquerda."
5886,Art. 200,"Ultrapassar pela direita veculo de transporte coletivo ou de escolares, parado para embarque ou des","Ultrapassar pela direita veículo de transporte coletivo ou de escolares, parado para embarque ou desembarque de passageiros, salvo quando houver refúgio de segurança para o pedestre."
5894,Art. 201,Deixar de guardar a distância lateral de um metro e cinqüenta centímetros ao passar ou ultrapassar b,"Deixar de guardar a distância lateral de 1,5 m ao passar ou ultrapassar bicicleta."
5894,Art. 201,Deixar de guardar a distncia lateral de um metro e cinqenta centmetros ao passar ou ultrapassar b,"Deixar de guardar a distância lateral de 1,5 m ao passar ou ultrapassar bicicleta."
5908,"Art. 202, Inc. I",Ultrapassar outro veculo pelo acostamento.,Ultrapassar outro veículo pelo acostamento.
5916,"Art. 202, Inc. II",Ultrapassar outro veculo em intersees.,Ultrapassar outro veículo em interseções.
5916,"Art. 202, Inc. II",Ultrapassar outro veículo em interseções.,Ultrapassar outro veículo em interseções.
5924,"Art. 203, Inc. I","Ultrapassar pela contramão outro veículo nas curvas, sem visibilidade suficiente.","Ultrapassar pela contramão outro veículo nas curvas, sem visibilidade suficiente."
5924,"Art. 203, Inc. I","Ultrapassar pela contramo outro veculo nas curvas, sem visibilidade suficiente.","Ultrapassar pela contramão outro veículo nas curvas, sem visibilidade suficiente."
5932,"Art. 203, Inc. II",Ultrapassar pela contramão outro veículo nas faixas de pedestre.,Ultrapassar pela contramão outro veículo nas faixas de pedestre.
5932,"Art. 203, Inc. II",Ultrapassar pela contramo outro veculo nas faixas de pedestre.,Ultrapassar pela contramão outro veículo nas faixas de pedestre.
5959,"Art. 203, Inc. IV",Ultrapassar pela contramão outro veículo parado em fila junto a cruzamentos.,Ultrapassar pela contramão outro veículo parado em fila junto a cruzamentos.
5959,"Art. 203, Inc. IV","Ultrapassar pela contramão outro veículo parado em fila junto a porteiras, cancelas.",Ultrapassar pela contramão outro veículo parado em fila junto a porteiras ou cancelas.
5959,"Art. 203, Inc. IV",Ultrapassar pela contramão outro veículo parado em fila junto a qualquer outro impedimento à livre c,Ultrapassar pela contramão outro veículo parado em fila junto a qualquer outro impedimento à livre circulação.
5959,"Art. 203, Inc. IV",Ultrapassar pela contramão outro veículo parado em fila junto a sinais luminosos.,Ultrapassar pela contramão outro veículo parado em fila junto a sinais luminosos.
5959,"Art. 203, Inc. IV",Ultrapassar pela contramo outro veculo parado em fila junto a cruzamentos.,Ultrapassar pela contramão outro veículo parado em fila junto a cruzamentos.
5959,"Art. 203, Inc. IV",Ultrapassar pela contramo outro veculo parado em fila junto a qualquer outro impedimento livre c,Ultrapassar pela contramão outro veículo parado em fila junto a qualquer outro impedimento à livre circulação.
5959,"Art. 203, Inc. IV",Ultrapassar pela contramo outro veculo parado em fila junto a sinais luminosos.,Ultrapassar pela contramão outro veículo parado em fila junto a sinais luminosos.
5967,"Art. 203, Inc. V",Ultrapassar pela contramão outro veículo onde houver marcação viária longitudinal de divisão de flux,Ultrapassar pela contramão outro veículo onde houver marcação viária longitudinal de divisão de fluxos opostos do tipo linha dupla contínua ou simples contínua amarela.
5967,"Art. 203, Inc. V",Ultrapassar pela contramo outro veculo onde houver marcao viria longitudinal de diviso de flux,Ultrapassar pela contramão outro veículo onde houver marcação viária longitudinal de divisão de fluxos opostos do tipo linha dupla contínua ou simples contínua amarela.
5975,Art. 204,"Deixar de parar o veculo no acostamento direita, para aguardar a oportunidade de cruzar pista ou","Deixar de parar o veículo no acostamento à direita para aguardar a oportunidade de cruzar a pista ou entrar à esquerda, onde não houver local apropriado para operação de retorno."
5983,Art. 205,"Ultrapassar veculo em movimento que integre cortejo, prstito, desfile e formaes militares.","Ultrapassar veículo em movimento que integre cortejo, préstito, desfile e formações militares."
5983,Art. 205,"Ultrapassar veículo em movimento que integre cortejo, préstito, desfile e formações militares.","Ultrapassar veículo em movimento que integre cortejo, préstito, desfile e formações militares."
5991,"Art. 206, Inc. I",Executar operação de retorno em locais proibidos pela sinalização.,Executar operação de retorno em locais proibidos pela sinalização.
5991,"Art. 206, Inc. I",Executar operao de retorno em locais proibidos pela sinalizao.,Executar operação de retorno em locais proibidos pela sinalização.
6009,"Art. 206, Inc. II",Executar operação de retorno nas curvas.,Executar operação de retorno nas curvas.
6009,"Art. 206, Inc. II",Executar operação de retorno nas pontes.,Executar operação de retorno nas pontes.
6009,"Art. 206, Inc. II",Executar operao de retorno nas curvas.,Executar operação de retorno nas curvas.
6009,"Art. 206, Inc. II",Executar operao de retorno nas pontes.,Executar operação de retorno nas pontes.
6009,"Art. 206, Inc. II",Executar operao de retorno nos viadutos.,Executar operação de retorno nos viadutos.
6017,"Art. 206, Inc. III",Executar operação de retorno passando por cima de ajardinamento.,Executar operação de retorno passando por cima de ajardinamento.
6017,"Art. 206, Inc. III","Executar operação de retorno passando por cima de calçada, passeio.","Executar operação de retorno passando por cima de calçada, passeio."
6017,"Art. 206, Inc. III",Executar operação de retorno passando por cima de canteiros de divisões de pista de rolamento.,Executar operação de retorno passando por cima de canteiros de divisões de pista de rolamento.
6017,"Art. 206, Inc. III",Executar operação de retorno passando por cima de faixas de pedestres.,Executar operação de retorno passando por cima de faixas de pedestres.
6017,"Art. 206, Inc. III",Executar operação de retorno passando por cima de faixas de veículos não motorizados.,Executar operação de retorno passando por cima de faixas de veículos não motorizados.
6017,"Art. 206, Inc. III","Executar operação de retorno passando por cima de ilhas, refúgio.","Executar operação de retorno passando por cima de ilhas, refúgio."
6017,"Art. 206, Inc. III",Executar operao de retorno passando por cima de ajardinamento.,Executar operação de retorno passando por cima de ajardinamento.
6017,"Art. 206, Inc. III","Executar operao de retorno passando por cima de calada, passeio.","Executar operação de retorno passando por cima de calçada, passeio."
6017,"Art. 206, Inc. III",Executar operao de retorno passando por cima de canteiros de divises de pista de rolamento.,Executar operação de retorno passando por cima de canteiros de divises de pista de rolamento.
6017,"Art. 206, Inc. III",Executar operao de retorno passando por cima de faixas de pedestres.,Executar operação de retorno passando por cima de faixas de pedestres.
6017,"Art. 206, Inc. III",Executar operao de retorno passando por cima de faixas de veculos no motorizados.,Executar operação de retorno passando por cima de faixas de veículos no motorizados.
6017,"Art. 206, Inc. III","Executar operao de retorno passando por cima de ilhas, refgio.","Executar operação de retorno passando por cima de ilhas, refúgio."
6025,"Art. 206, Inc. IV","Executar operação de retorno nas interseções, entrando na contramão de direção da via transversal.","Executar operação de retorno nas interseções, entrando na contramão de direção da via transversal."
6025,"Art. 206, Inc. IV","Executar operao de retorno nas intersees, entrando na contramo de direo da via transversal.","Executar operação de retorno nas interseções, entrando na contramão de direção da via transversal."
6033,"Art. 206, Inc. V","Executar operação de retorno com prejuízo da livre circulação ou da segurança, ainda que em locais p","Executar operação de retorno com prejuízo da livre circulação ou da segurança, ainda que em locais permitidos."
6033,"Art. 206, Inc. V","Executar operao de retorno com prejuzo da livre circulao ou da segurana, ainda que em locais p","Executar operação de retorno com prejuízo da livre circulação ou da segurança, ainda que em locais permitidos."
6041,Art. 207,Executar operação de conversão à direita em locais proibidos pela sinalização.,Executar operação de conversão à à direita em locais proibidos pela sinalização.
6041,Art. 207,Executar operação de conversão à esquerda em locais proibidos pela sinalização.,Executar operação de conversão à à esquerda em locais proibidos pela sinalização.
6041,Art. 207,Executar operao de converso direita em locais proibidos pela sinalizao.,Executar operação de converso à direita em locais proibidos pela sinalização.
6041,Art. 207,Executar operao de converso esquerda em locais proibidos pela sinalizao.,Executar operação de converso à esquerda em locais proibidos pela sinalização.
6050,Art. 208,Avanar o sinal de parada obrigatria.,Avançar o sinal de parada obrigatória.
6050,Art. 208,Avanar o sinal vermelho do semforo.,Avançar o sinal vermelho do semáforo.
6050,Art. 208,Avanar o sinal vermelho do semforo - fiscalizao eletrnica.,Avançar o sinal vermelho do semáforo. (fiscalização eletrônica).
6050,Art. 208,Avançar o sinal de parada obrigatória.,Avançar o sinal de parada obrigatória.
6050,Art. 208,Avançar o sinal vermelho do semáforo.,Avançar o sinal vermelho do semáforo.
6050,Art. 208,"Avançar o sinal vermelho do semáforo, exceto onde houver sinalização que permita a livre conversão à","Avançar o sinal vermelho do semáforo, exceto onde houver sinalização que permita a livre conversão à direita."
6050,Art. 208,Avançar o sinal vermelho do semáforo - fiscalização eletrônica.,Avançar o sinal vermelho do semáforo. (fiscalização eletrônica).
6068,Art. 209,"Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares.","Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares."
6068,Art. 209,"Transpor, sem autorizao, bloqueio virio com ou sem sinalizao ou dispositivos auxiliares.","Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares."
6076,Art. 210,"Transpor, sem autorização, bloqueio viário policial.","Transpor, sem autorização, bloqueio viário policial."
6076,Art. 210,"Transpor, sem autorizao, bloqueio virio policial.","Transpor, sem autorização, bloqueio viário policial."
6084,Art. 211,"Ultrapassar veculos motorizados em fila, parados em razo de bloqueio virio parcial.","Ultrapassar veículos motorizados em fila, parados em razão de bloqueio viário parcial."
6084,Art. 211,"Ultrapassar veculos motorizados em fila, parados em razo de qualquer outro obstculo.","Ultrapassar veículos motorizados em fila, parados em razão de qualquer obstáculo."
6084,Art. 211,"Ultrapassar veculos motorizados em fila, parados em razo de sinal luminoso.","Ultrapassar veículos motorizados em fila, parados em razão de sinal luminoso."
6084,Art. 211,"Ultrapassar veículos motorizados em fila, parados em razão de sinal luminoso.","Ultrapassar veículos motorizados em fila, parados em razão de sinal luminoso."
6122,"Art. 214, Inc. I",Deixar de dar preferência de passagem a pedestre e a veículo não motorizado na faixa a ele destinada,Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que se encontre na faixa a ele destinada.
6122,"Art. 214, Inc. I",Deixar de dar preferncia de passagem a pedestre e a veculo no motorizado na faixa a ele destinada,Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que se encontre na faixa a ele destinada.
6130,"Art. 214, Inc. II",Deixar de dar preferência de passagem a pedestre e a veículo não motorizado que não haja concluído a,"Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que não haja concluído a travessia, mesmo que ocorra sinal verde para o veículo."
6130,"Art. 214, Inc. II",Deixar de dar preferncia de passagem a pedestre e a veculo no motorizado que no haja concludo a,"Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que não haja concluído a travessia, mesmo que ocorra sinal verde para o veículo."
6149,"Art. 214, Inc. III","Deixar de dar preferência de passagem a pedestre portadores de deficiência física, crianças, idosos","Deixar de dar preferência de passagem a pedestres com deficiência física, crianças, idosos ou gestantes."
6149,"Art. 214, Inc. III","Deixar de dar preferncia de passagem a pedestre portadores de deficincia fsica, crianas, idosos","Deixar de dar preferência de passagem a pedestres com deficiência física, crianças, idosos ou gestantes."
6157,"Art. 214, Inc. IV",Deixar de dar preferência de passagem a pedestre e a veículo não motorizado quando iniciado a traves,"Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que tenha iniciado a travessia, mesmo que não haja sinalização a ele destinada."
6157,"Art. 214, Inc. IV",Deixar de dar preferncia de passagem a pedestre e a veculo no motorizado quando iniciado a traves,"Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que tenha iniciado a travessia, mesmo que não haja sinalização a ele destinada."
6165,"Art. 214, Inc. V",Deixar de dar preferência de passagem a pedestre e a veiculo não motorizado que esteja atravessando,Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que esteja atravessando a via transversal para onde se dirige o veículo.
6165,"Art. 214, Inc. V",Deixar de dar preferncia de passagem a pedestre e a veiculo no motorizado que esteja atravessando,Deixar de dar preferência de passagem a pedestre ou a veículo não motorizado que esteja atravessando a via transversal para onde se dirige o veículo.
6173,"Art. 215, Inc. I, alínea a","Deixar de dar preferência de passagem, em intersecção não sinalizada, a veículo que estiver circulan","Deixar de dar preferência de passagem, em interseção não sinalizada, a veículo que estiver circulando por rodovia ou rotatória."
6173,"Art. 215, Inc. I, alínea b","Deixar de dar preferência de passagem, em intersecção não sinalizada, a veículo que vier da direita.","Deixar de dar preferência de passagem, em interseção não sinalizada, a veículo que vier da direita."
6173,"Art. 215, Inc. I, alnea a","Deixar de dar preferncia de passagem, em interseco no sinalizada, a veculo que estiver circulan","Deixar de dar preferência de passagem, em interseção não sinalizada, a veículo que estiver circulando por rodovia ou rotatória."
6173,"Art. 215, Inc. I, alnea b","Deixar de dar preferncia de passagem, em interseco no sinalizada, a veculo que vier da direita.","Deixar de dar preferência de passagem, em interseção não sinalizada, a veículo que vier da direita."
6181,"Art. 215, Inc. II",Deixar de dar preferência de passagem nas interseções com sinalização de regulamentação - Dê a Prefe,Deixar de dar preferência de passagem nas interseções com sinalização de regulamentação de “Dê a Preferência”.
6181,"Art. 215, Inc. II",Deixar de dar preferncia de passagem nas intersees com sinalizao de regulamentao - D a Prefe,Deixar de dar preferência de passagem nas interseções com sinalização de regulamentação de “Dê a Preferência”.
6190,Art. 216,Entrar ou sair de áreas lindeiras sem estar adequadamente posicionado para ingresso na via e sem as,Entrar ou sair de áreas lindeiras sem estar adequadamente posicionado para ingresso na via e sem as precauções com a segurança de pedestres e de outros veículos.
6190,Art. 216,Entrar ou sair de reas lindeiras sem estar adequadamente posicionado para ingresso na via e sem as,Entrar ou sair de áreas lindeiras sem estar adequadamente posicionado para ingresso na via e sem as precauções com a segurança de pedestres e de outros veículos.
6203,Art. 217,Entrar ou sair de fila de veículos estacionados sem dar preferência de passagem a pedestres e a outr,Entrar ou sair de fila de veículos estacionados sem dar preferência de passagem a pedestres e a outros veículos.
