semaforo	street_code	street_name	score	raw_location	location_index
208	37923	Rua Lagoa de Itaenga	1.000	Rua Itaenga	2
209	36234	Rua Doutor José Mariano	1.000	Rua Dr. José Mariano	1
209	62944	Rua Velha	1.000	Rua Velha	2
210	99295	Rua Bela Aurora	1.000	Rua da Aurora	1
210	60682	Rua Imperatriz Tereza Cristina	1.000	Rua da Imperatriz	2
211	56391	Avenida Sul Gov. Cid Sampaio	0.600	Av. Sul(corredor de ônibus)	1
212	56871	Avenida Recife	1.000	Av. Recife	1
212	37672	Avenida Presidente Kennedy	1.000	Av. Presidente Kennedy	2
213	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
213	20230	Rua Domingos Teotonio	1.000	Rua Domingos Teotônio	2
214	59382	Avenida Conselheiro Rosa e Silva	1.000	Av. Conselheiro Rosa e Silva	1
214	40797	Avenida Dr Malaquias	0.667	Av. Dr. Malaquias	2
215	107247	Rua Futuro	1.000	Rua do Futuro	1
215	40797	Avenida Dr Malaquias	0.667	Av. Dr. Malaquias	2
216	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
216	14702	Rua Padre Carapuceiro	1.000	Rua Padre Carapuceiro	2
217	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
217	22497	Rua Ernesto de Paula Santos	1.000	Rua Ernesto de Paula Santos	2
218	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
218	56260	Rua Barão de Souza Leão	1.000	Rua Barão de Souza Leão	2
219	47120	Rua Odete Monteiro	1.000	Rua Odete Monteiro	1
220	41459	Avenida Manoel Borba	1.000	Av. Manoel Borba	1
220	56073	Rua da Soledade	1.000	Rua da Soledade	2
221	26565	Rua Gervásio Pires	1.000	Rua Gervásio Pires	1
221	12122	Rua Barão de São Borja	1.000	Rua Barão de São Borja	2
222	56073	Rua da Soledade	1.000	Rua da Soledade	1
222	47511	Avenida Oliveira Lima	1.000	Rua Oliveira Lima	2
223	59080	Rua Padre Roma	1.000	Rua Padre Roma	1
223	107247	Rua Futuro	1.000	Rua do Futuro	2
224	72656	Rua Dom Manoel da Costa	0.750	Rua Dom Manoel de Medeiros	1
225	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
225	40371	Avenida General Mac Arthur	1.000	Av. General Mac. Arthur	2
226	5770	Avenida  Antônio de Goes	0.667	Av. Antônio de Góis	1
226	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	2
227	5690	Rua Antônio Falcão	1.000	Rua Antônio Falcão	1
227	25259	Rua Francisco da Cunha	1.000	Rua Francisco da Cunha	2
228	15903	Avenida Caxangá	1.000	Av. Caxangá	1
229	15903	Avenida Caxangá	1.000	Av. Caxangá	1
229	39250	Rua São Mateus	1.000	Rua São Mateus	2
230	15903	Avenida Caxangá	1.000	Av. Caxangá	1
230	16306	Rua Professor Chaves Batista	1.000	Rua Prof. Chaves Batista	2
231	15903	Avenida Caxangá	1.000	Av. Caxangá	1
231	51985	Rua General Polidoro	1.000	Rua General Polidoro	2
232	15903	Avenida Caxangá	1.000	Av. Caxangá	1
232	59013	Rua Rodrigues Ferreira	1.000	Rua Rodrigues Ferreira	2
233	14982	Rua Carlos Gomes	1.000	Rua Carlos Gomes	1
233	12009	Estrada do Bongi	1.000	Estrada do Bongi	2
234	15903	Avenida Caxangá	1.000	Av. Caxangá	1
234	65609	Rua Waldemar Nery Carneiro Monteiro	0.667	Rua Inácio Monteiro	2
235	15903	Avenida Caxangá	1.000	Av. Caxangá	1
235	16195	Rua Claudio Brotherhood	1.000	Rua Cláudio Brotherhood	2
236	15903	Avenida Caxangá	1.000	Av. Caxangá	1
236	27472	Rua Gregório Júnior	1.000	Rua Gregório Jr.	2
237	56839	Rua Real da Torre	1.000	Rua Real da Torre	1
238	10529	Avenida Beberibe	1.000	Av. Beberibe	1
238	25666	Rua Frederico	1.000	Rua Frederico	2
239	39250	Rua São Mateus	1.000	Rua São Mateus	1
239	107719	Avenida Mauricio de Nassau	1.000	Av. Maurício de Nassau	2
240	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	1
240	38407	Rua Frei Leandro	1.000	Rua Frei Leandro	2
241	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	1
241	34096	Rua Desembargador João Paes	1.000	Rua Des. João Paes	2
242	57061	Estrada dos Remédios	1.000	Estrada dos Remédios	1
242	46213	Rua Nicolau Pereira	1.000	Rua Nicolau Pereira	2
243	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
243	9164	Rua da Aurora	0.667	Rua da Aurora(Ponte Limoeiro)	2
244	56286	Avenida Visconde de Suassuna	1.000	Av. Visconde de Suassuna	1
244	26565	Rua Gervásio Pires	1.000	Rua Gervásio Pires	2
245	20060	Rua Vinte e Um de Abril	1.000	Rua 21 de Abril	1
245	41653	Avenida Manoel Goncalves da Luz	1.000	Av. Manoel Gonçalves da Luz	2
246	9830	Estrada do Barbalho	1.000	Estrada do Barbalho	1
246	107719	Avenida Mauricio de Nassau	1.000	Av. Maurício de Nassau	2
247	56871	Avenida Recife	1.000	Av. Recife	1
247	56537	Avenida Raimundo Diniz	0.667	Rua Raimundo Diniz	2
248	20001	Rua Dois Irmãos	0.667	Av. Dois Irmãos	1
249	24988	Estrada do Forte do Arraial Novo do Bom Jesus	0.500	Av. do Forte	1
249	27022	Rua Gomes Taborda	1.000	Rua Gomes Taborda	2
250	105007	Avenida João Cabral de Melo Neto	1.000	Av. João Cabral de Melo Neto	1
250	44342	Rua Tenente Mindelo	1.000	Rua Tenente Mindelo	2
251	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
251	51063	Rua Piauí	1.000	Rua Piaui	2
252	72656	Rua Dom Manoel da Costa	1.000	Rua Dom Manoel da Costa	1
252	38075	Rua Padre Landim	1.000	Rua Padre Landim	2
253	59382	Avenida Conselheiro Rosa e Silva	1.000	Av. Cons. Rosa e Silva	1
253	36196	Rua Doutor José Maria	1.000	Rua Dr. José Maria	2
254	11916	Rua Bom Pastor	1.000	Rua do Bom Pastor	1
254	3646	Rua Comendador Álvares de Carvalho	1.000	Rua Comendador A. de Carvalho	2
255	2330	Cais da Alfândega	1.000	Cais da Alfândega	1
256	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
257	10910	Rua Benfica	1.000	Rua Benfica	1
257	56839	Rua Real da Torre	1.000	Rua Real da Torre	2
258	32972	Rua Visconde de Jequitinhonha	0.667	Av. Visconde de Jequitinhonha	1
258	8060	Avenida Armindo Moura	1.000	Av Armindo Moura	2
259	56871	Avenida Recife	1.000	Av. Recife	1
259	1805	Rua Senador Alberto Pasqualini	0.750	Rua Senador Alberto Pasqualine	2
260	56391	Avenida Sul Gov. Cid Sampaio	1.000	Av. Sul	1
260	75620	Rua Nova da Cabanga	1.000	Rua Nova da Cabanga	2
261	56871	Avenida Recife	1.000	Av. Recife	1
261	3336	Rua Alto Nossa Senhora de Fátima	1.000	Rua Nossa Senhora de Fátima	2
262	15903	Avenida Caxangá	1.000	Av. Caxangá	1
263	15903	Avenida Caxangá	1.000	Av. Caxangá	1
264	15903	Avenida Caxangá	1.000	Av. Caxangá	1
265	15903	Avenida Caxangá	1.000	Av. Caxangá	1
266	15903	Avenida Caxangá	1.000	Av. Caxangá	1
267	15903	Avenida Caxangá	1.000	Av. Caxangá	1
268	15903	Avenida Caxangá	1.000	Av. Caxangá	1
269	15903	Avenida Caxangá	1.000	Av. Caxangá	1
270	15903	Avenida Caxangá	1.000	Av. Caxangá	1
271	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
272	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
273	15903	Avenida Caxangá	1.000	Av. Caxangá	1
274	15903	Avenida Caxangá	1.000	Av. Caxangá	1
275	15903	Avenida Caxangá	1.000	Av. Caxangá	1
276	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
277	5770	Avenida  Antônio de Goes	0.667	Av. Antônio de Góis	1
277	44520	Rua Miranda Falcão	1.000	Rua Miranda Falcão	2
278	50393	Rua Imperador Dom Pedro II	1.000	Rua do Imperador	2
279	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
279	3662	Rua Alvaro Amorim	1.000	Rua Álvaro Amorim	2
280	61182	Rua Tomaz Gonzaga	0.667	Rua Tomás Gonzaga	1
280	72427	Avenida Professor Estevão Francisco da Costa	0.500	Rua Profº.Estevão Fran. da Costa	2
281	34797	Avenida Joaquim Ribeiro	1.000	Av. Joaquim Ribeiro	1
281	57410	Rua Ribeiro Pessoa	1.000	Rua Ribeiro Pessoa	2
282	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela	1
282	25658	Rua Franklin Távora	1.000	Rua Franklin Távora	2
283	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
283	49573	Rua Paula Batista	1.000	Rua Paula Batista	2
284	46310	Rua Nossa Senhora do Carmo	0.750	Av. Nossa Senhora do Carmo	1
284	19054	Avenida Dantas Barreto	1.000	Av. Dantas Barreto	2
285	23566	Rua Falcão de Lacerda	1.000	Rua Falcão de Lacerda	1
285	26751	Avenida Quinze de Novembro	1.000	Rua 15 de Novembro	2
286	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
286	24066	Rua Arquiteto Fernando Almeida	1.000	Rua Arquiteto Fernando Almeida	2
287	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
287	34967	Rua Missionário Joel Carlson	1.000	Rua Missionário Joel Carlson	2
288	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
288	32956	Rua Jener de Souza	0.667	Rua Engº.Alves de Souza	2
289	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
289	60356	Rua Doutor Tavares Correia	1.000	Rua Dr. Tavares Correia	2
290	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
290	58904	Rua jornalista Silvio Oliveira	0.750	Rua Jornalista Cleóphas de Oliveira	2
291	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
292	59595	Avenida Rui Barbosa	1.000	Av. Rui Barbosa	1
292	40797	Avenida Dr Malaquias	0.667	Av. Dr. Malaquias	2
293	5428	Rua Pintor Antônio Albuquerque	1.000	Rua Pintor Antônio Albuquerque	1
293	28614	Rua Hélio Brandão	1.000	Rua Hélio Brandão	2
294	12165	Rua Dom Bosco	1.000	Rua Dom Bosco	1
294	28711	Rua Henrique Dias	1.000	Rua Henrique Dias	2
295	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
295	26905	Rua Desembargador Góis Cavalcante	0.750	Rua Desemb. Góis Cavalcante	2
296	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
296	14206	Rua Maria Cândida	1.000	Rua Maria Candida	2
297	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
298	57398	Rua Ribeiro de Brito	1.000	Rua Ribeiro de Brito	1
298	32972	Rua Visconde de Jequitinhonha	1.000	Rua Visconde de Jequitinhonha	2
299	11738	Avenida Conde da Boa Vista	1.000	Av. Conde da Boa Vista	1
299	47970	Rua Osvaldo Cruz	1.000	Rua Osvaldo Cruz	2
300	9032	Rua São Miguel	1.000	Rua São Miguel	1
301	35467	Rua José Bonifácio	1.000	Rua José Bonifácio	1
301	65323	Rua Vitoriano Palhares	1.000	Rua Vitoriano Palhares	2
302	30104	Rua Imperial	1.000	Rua Imperial	1
303	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
303	833	Rua Jornalista Adeth Leite	1.000	Rua Adeth Leite	2
304	22497	Rua Ernesto de Paula Santos	1.000	Rua Ernesto de Paula Santos	1
304	32972	Rua Visconde de Jequitinhonha	1.000	Rua Visconde de Jequitinhonha	2
305	59595	Avenida Rui Barbosa	1.000	Av. Rui Barbosa	1
305	1791	Rua Alberto Paiva	0.750	Rua Senador Alberto Paiva	2
306	62952	Estrada Velha de Água Fria	1.000	Estrada Velha de Água Fria	1
306	35270	Avenida Professor José dos Anjos	0.750	Rua Prof. José dos Anjos	2
307	10529	Avenida Beberibe	1.000	Av. Beberibe	1
307	62375	Rua Coronel Urbano Ribeiro de Sena	1.000	Rua Cel. Urbano de Sena	2
308	33928	Rua João Lira	1.000	Rua João Lira	1
308	117080	Rua da Saudade	1.000	Rua da Saudade	2
309	59382	Avenida Conselheiro Rosa e Silva	1.000	Av. Conselheiro Rosa e Silva	1
310	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
311	56391	Avenida Sul Gov. Cid Sampaio	1.000	Av. Sul	1
312	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
312	28517	Rua da Harmonia	1.000	Rua da Harmonia	2
313	20060	Rua Vinte e Um de Abril	1.000	Rua 21 de Abril	1
314	10529	Avenida Beberibe	1.000	Av. Beberibe	1
314	30163	Rua Expedicionário Inácio Gomes	1.000	Rua Expedicionário Inácio Gomes	2
315	46191	Rua São Nicolau	1.000	Rua São Nicolau	1
315	167	Rua Abdias Cabral de Moura	1.000	Rua Abdias Cabral de Moura	2
316	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Masc. de Morais	1
317	56235	Rua Souza Bandeira	1.000	Rua Souza Bandeira	1
317	42870	Rua Marquês de Maricá	1.000	Rua Marquês de Maricá	2
318	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	1
318	54720	Rua Coronel Sérgio Henrique Cardim	1.000	Rua Cel. Sérgio Cardim	2
319	56871	Avenida Recife	1.000	Av. Recife	1
319	58831	Avenida Senador Robert Kennedy	1.000	Av. Senador Robert Kennedy	2
320	56391	Avenida Sul Gov. Cid Sampaio	1.000	Av. Sul	1
320	13960	Ponte de Afogados	1.000	Ponte dos Afogados	2
321	14702	Rua Padre Carapuceiro	1.000	Rua Padre Carapuceiro	1
321	24228	Avenida Fernando Simões Barbosa	1.000	Av. Fernando Simões Barbosa	2
322	19453	Rua Dez de Julho	1.000	Rua Dez de Julho	1
323	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
324	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
324	6068	Rua Antônio Pedro de Figueiredo	1.000	Rua Antônio Pedro Figueiredo	2
325	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
326	53775	Avenida General San Martin	1.000	Av. Gal. San Martin	1
326	21199	Rua Delmiro Gouveia	1.000	Rua Delmiro Gouveia	2
327	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
328	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
329	22497	Rua Ernesto de Paula Santos	1.000	Rua Ernesto de Paula Santos	1
329	24228	Avenida Fernando Simões Barbosa	1.000	Av. Fernando Simões Barbosa	2
330	22497	Rua Ernesto de Paula Santos	1.000	Rua Ernesto de Paula Santos	1
330	20168	Rua Tenente Domingos de Brito	1.000	Rua Ten. Domingos de Brito	2
331	57398	Rua Ribeiro de Brito	1.000	Rua Ribeiro de Brito	1
331	20168	Rua Tenente Domingos de Brito	1.000	Rua Ten. Domingos de Brito	2
332	57398	Rua Ribeiro de Brito	1.000	Rua Ribeiro de Brito	1
332	24228	Avenida Fernando Simões Barbosa	1.000	Av. Fernando Simões Barbosa	2
333	9032	Rua São Miguel	1.000	Rua São Miguel	1
333	53970	Rua Santos Araújo	1.000	Rua Santos Araújo	2
334	20060	Rua Vinte e Um de Abril	1.000	Rua 21 de Abril	1
334	17922	Rua Cosme Viana	1.000	Rua Cosme Viana	2
335	24228	Avenida Fernando Simões Barbosa	1.000	Av. Fernando Simões Barbosa	1
335	12629	Rua Bruno Veloso	1.000	Rua Bruno Veloso	2
336	56871	Avenida Recife	1.000	Av. Recife	1
337	56871	Avenida Recife	1.000	Av. Recife	1
338	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
338	12629	Rua Bruno Veloso	1.000	Rua Bruno Veloso	2
339	33405	Avenida João de Barros	1.000	Av. João de Barros	1
340	6564	Cais do Apolo	1.000	Cais do Apolo	1
341	33138	Rua Jerônimo Vilela	1.000	Rua Jerônimo Vilela	1
341	9610	Rua Marquês de Baipendi	0.667	Rua Marquês de Baiapendi	2
342	9814	Rua Cônego Barata	1.000	Rua Cônego Barata	1
343	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
343	15881	Avenida Dr Jayme da Fonte	0.667	Av. Jaime da Fonte	2
344	18481	Avenida Cruz Cabuga	1.000	Av. Cruz Cabugá	1
344	61379	Beco da Tramways	1.000	Beco do Tramways	2
345	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
345	38490	Rua Lemos Torres	1.000	Rua Lemos Torres	2
346	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
346	38598	Rua Leonardo Bezerra Cavalcanti	1.000	Rua Leonardo Cavalcanti	2
347	9814	Rua Cônego Barata	1.000	Rua Cônego Barata	1
348	14982	Rua Carlos Gomes	1.000	Rua Carlos Gomes	1
348	27022	Rua Gomes Taborda	1.000	Rua Gomes Taborda	2
349	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
350	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
351	20052	Avenida Dois Rios	1.000	Av. Dois Rios	1
351	58734	Rua Rio Xingu	1.000	Rua Rio Xingú	2
352	30104	Rua Imperial	1.000	Rua Imperial	1
352	23299	Rua Cabo Eutrópio	1.000	Rua Cabo Eutrópio	2
353	35971	Avenida José Gonçalves de Medeiros	0.750	Rua José Gonçalves de Medeiros	1
353	57061	Estrada dos Remédios	1.000	Estrada dos Remédios	2
354	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
354	20990	Rua Santa Edwirges	0.667	Rua Santa Edwirgens	2
355	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
356	33405	Avenida João de Barros	1.000	Av. João de Barros	1
356	56286	Avenida Visconde de Suassuna	1.000	Av. Visconde de Suassuna	2
357	47171	Rua Odorico Mendes	1.000	Rua Odorico Mendes	1
357	25534	Rua Professor Francisco da Trindade	1.000	Rua Prof. Francisco Trindade	2
358	21385	Estrada do Encanamento	1.000	Estrada do Encanamento	2
359	17043	Rua dos Coelhos	1.000	Rua dos Coelhos	1
360	1791	Rua Alberto Paiva	1.000	Rua Alberto Paiva	1
360	6017	Rua Antônio Novais	0.667	Rua Antônio Novaes	2
361	29238	Rua da Hora	1.000	Rua da Hora	1
361	73237	Rua Amélia	0.667	Rua Amélia(J. L. Silveira)	2
362	57029	Rua Regueira Costa	1.000	Rua Regueira Costa	1
362	36196	Rua Doutor José Maria	1.000	Rua Dr. José Maria	2
363	44733	Rua das Moças	1.000	Rua das Moças	1
363	17426	Rua Constança	0.500	Rua Constância	2
364	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
364	35270	Avenida Professor José dos Anjos	0.750	Rua Prof. José dos Anjos	2
365	33405	Avenida João de Barros	1.000	Av. João de Barros	1
365	34657	Rua Joaquim Felipe	1.000	Rua Joaquim Felipe	2
366	1465	Avenida Conselheiro Aguiar	1.000	Av. Cons. Aguiar	1
366	25640	Rua Franca Pereira	1.000	Rua França Pereira	2
367	43621	Avenida Sport Clube do Recife	0.500	Rua Sport Club do Recife	1
367	36340	Rua José Múcio Monteiro	1.000	Rua José Múcio Monteiro	2
368	34797	Avenida Joaquim Ribeiro	1.000	Av. Joaquim Ribeiro	1
368	25526	Rua Francisco Torres	1.000	Rua Francisco Torres	2
369	38482	Rua Padre Lemos	1.000	Rua Padre Lemos	1
370	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
371	53775	Avenida General San Martin	1.000	Av. Gal. San Martin	1
372	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
373	22780	Rua Estado de Israel	1.000	Rua Estado de Israel	1
373	33359	Rua Dr João Asfora	0.750	Rua Dr. João Ásfora	2
374	39896	Avenida Professor Luiz Freire	1.000	Av. Professor Luiz Freire	1
375	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
375	24988	Estrada do Forte do Arraial Novo do Bom Jesus	0.500	Av. do Forte	2
376	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
376	27600	Rua Guadalupe	1.000	Rua Guadalupe	2
377	19330	Rua Marechal Deodoro	1.000	Rua Marechal Deodoro	1
377	15644	Rua Castro Alves	1.000	Rua Castro Alves	2
378	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
379	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
380	20184	Avenida Engenheiro Domingos Ferreira	1.000	Av. Domingos Ferreira	1
380	8460	Rua Artur Muniz	1.000	Rua Artur Muniz	2
381	19054	Avenida Dantas Barreto	1.000	Av. Dantas Barreto	1
381	61093	Rua Tobias Barreto	0.500	Rua Tobias Barreto(Pista Leste)	2
382	19054	Avenida Dantas Barreto	1.000	Av. Dantas Barreto	1
382	61093	Rua Tobias Barreto	1.000	Rua Tobias Barreto	2
383	75396	Cais Santa Rita	1.000	Cais de Santa Rita	1
383	43370	Avenida Martins de Barros	1.000	Av. Martins de Barros	2
384	19054	Avenida Dantas Barreto	1.000	Av. Dantas Barreto	1
384	49468	Rua Passo da Pátria	0.667	Rua Passo da Pátria(Central)	2
385	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
385	45500	Rua Muritiba	1.000	Rua Muritiba	2
386	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	1
386	30872	Rua Itacare	1.000	Rua Itacaré	2
387	10596	Avenida Beira Rio	1.000	Av. Beira Rio	1
387	36420	Rua José Osório	1.000	Rua José Osório	2
388	10529	Avenida Beberibe	1.000	Av. Beberibe	1
388	85650	Avenida Cidade de Monteiro	1.000	Av. Cidade do Monteiro	2
389	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
390	57061	Estrada dos Remédios	1.000	Estrada dos Remédios	1
390	59692	Rua Tabaiares	1.000	Rua Tabaiares	2
391	9032	Rua São Miguel	1.000	Rua São Miguel	1
392	9032	Rua São Miguel	1.000	Rua São Miguel	1
392	65536	Rua Yony Sampaio	0.500	Rua do Troley	2
393	56871	Avenida Recife	1.000	Av. Recife	1
393	27120	Rua Gonçalves de Magalhães	1.000	Rua Gonçalves Magalhães	2
394	12009	Estrada do Bongi	0.667	Estrada Velha do Bongi	1
394	57061	Estrada dos Remédios	1.000	Estrada dos Remédios	2
395	39047	Rua Lindolfo Color	1.000	Rua Lindolfo Collor	1
395	5657	Rua Antônio Curado	1.000	Rua Antônio Curado	2
396	47546	Rua Olivia Menelau	1.000	Rua Olívia Menelau	1
396	43451	Avenida Marechal Mascarenhas de Moraes	0.667	Av. Mascarenhas de Morais	2
397	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
398	10529	Avenida Beberibe	1.000	Av. Beberibe	1
399	40029	Rua Arquiteto Luiz Nunes	0.750	Rua Arquiteto Luis Nunes	1
399	3662	Rua Alvaro Amorim	1.000	Rua Álvaro Amorim	2
400	36374	Avenida Desembargador José Neves	1.000	Av. Desembargador José Neves	1
401	12165	Rua Dom Bosco	1.000	Rua Dom Bosco	1
402	40371	Avenida General Mac Arthur	0.667	Av. Gal.Mac. Arthur	1
402	35106	Rua Jorge de Lima	1.000	Rua Jorge de Lima	2
403	53775	Avenida General San Martin	0.667	Av. Gal.San Martin	1
404	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
404	38482	Rua Padre Lemos	1.000	Rua Padre Lemos	2
405	10529	Avenida Beberibe	1.000	Av. Beberibe	1
405	37290	Rua Júlio Ramos	1.000	Rua Júlio Ramos	2
406	107247	Rua Futuro	1.000	Rua do Futuro	1
407	56260	Rua Barão de Souza Leão	1.000	Rua Barão de Souza Leão	1
408	17264	Rua da Concórdia	1.000	Rua da Concórdia	1
409	30600	Rua Conde de Irajá	1.000	Rua Conde de Irajá	1
410	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
411	23566	Rua Falcão de Lacerda	1.000	Rua Falcão de Lacerda	1
412	33405	Avenida João de Barros	1.000	Av. João de Barros	1
412	65196	Rua Dom Vital	1.000	Rua Dom Vital	2
413	1880	Avenida Visconde de Albuquerque	1.000	Av. Visconde de Albuquerque	1
414	30104	Rua Imperial	1.000	Rua Imperial	1
415	19526	Avenida Dezessete de Agosto	1.000	Av. 17 de Agosto	1
415	65080	Rua Virgínia Loreto	1.000	Rua Virgínia Loreto	2
416	20001	Rua Dois Irmãos	0.667	Av. Dois Irmãos	1
417	1155	Avenida Governador Agamenon Magalhães	1.000	Av. Gov. Agamenon Magalhães	1
418	32956	Rua Jener de Souza	0.667	Rua Jenner de Souza	2
419	1465	Avenida Conselheiro Aguiar	1.000	Av. Conselheiro Aguiar	1
419	56260	Rua Barão de Souza Leão	1.000	Rua Barão de Souza Leão	2
420	65838	Rua Capitão Zuzinha	1.000	Rua Capitão Zuzinha	1
420	53317	Rua Sá e Souza	1.000	Rua Sá e Souza	2
421	8222	Estrada do Arraial	1.000	Estrada do Arraial	1
421	54380	Rua Sebastião Alves	1.000	Rua Sebastião Alves	2
422	175	Avenida Engenheiro Abdias de Carvalho	1.000	Av. Abdias de Carvalho	1
422	46949	Rua Treze de Março	1.000	Rua 15 de Março	2
423	9032	Rua São Miguel	1.000	Rua São Miguel	1
423	47155	Rua Odilon Tucuman	1.000	Rua Odilon Tucuman	2
424	46540	Avenida Norte Miguel Arraes de Alencar	1.000	Av. Norte Miguel Arraes de Alencar	1
424	12750	Rua Bujaru	1.000	Rua Bujarú	2
425	9032	Rua São Miguel	1.000	Rua São Miguel	1
426	17922	Rua Cosme Viana	1.000	Rua Cosme Viana	1
426	779	Rua Doutor Adelino	1.000	Rua Doutor Adelino	2
427	87416	Rua Treze de Maio	1.000	Rua Treze de Maio	1
427	50016	Rua Pedro Afonso	1.000	Rua Pedro Afonso	2
428	61492	Rua Treze de Maio	1.000	Rua 13 de Maio	1
428	54267	Avenida da Saudade	1.000	Av. Da Saudade	2
429	99295	Rua Bela Aurora	1.000	Rua da Aurora	1
429	40932	Rua Mamede Simões	1.000	Rua Mamede Simões	2
430	17922	Rua Cosme Viana	1.000	Rua Cosme Viana	1
430	2437	Rua Coronel Alfredo Duarte	0.667	Rua Cel.Alfredo Duarte	2
431	2135	Rua Alegre	1.000	Rua Alegre	1
431	65730	Rua Zeferino Agra	1.000	Rua Zeferino Agra	2
432	28290	Rua Guilherme Pinto	1.000	Rua Guilherme Pinto	1
433	32972	Rua Visconde de Jequitinhonha	0.667	Av. Visconde de Jequitinhonha	1
433	65838	Rua Capitão Zuzinha	1.000	Rua Capitão Zuzinha	2
434	36641	Avenida Doutor José Rufino	1.000	Av. Dr. José Rufino	1
434	53724	Rua do Sancho	1.000	Rua do Sancho	2
435	28517	Rua da Harmonia	1.000	Rua da Harmonia	1
435	21385	Estrada do Encanamento	1.000	Estrada do Encanamento	2
